Id,Title,Filename,Book
0,Narcotics Anonymous Basic Text (6th Edition),readings/na/basic-texts/narcotics-anonymous/index.csv,TRUE
1,Alcoholics Anonymous Big Book (4th Edition),readings/na/basic-texts/alcoholics-anonymous/index.csv,TRUE
2,Twelve Steps and Twelve Traditions,readings/na/basic-texts/twelve-steps-and-twelve-traditions/index.csv,TRUE
3,Living Sober,readings/na/basic-texts/living-sober/index.csv,TRUE
4,Daily Reflections,readings/na/basic-texts/daily-reflections/index.csv,TRUE
