Id,Artist,Album,Title,Image,Url
0,Father John Doe,Father John Doe Speaker Tapes,aa_john_doe_resentment_1,father-john-doe.jpg,https://pleasanthillaa.com/wp-content/uploads/2020/04/Father%20John%20Doe/aa_john_doe_resentment_1.mp3
1,Father John Doe,Father John Doe Speaker Tapes,aa_john_doe_resentment_2,father-john-doe.jpg,https://pleasanthillaa.com/wp-content/uploads/2020/04/Father%20John%20Doe/aa_john_doe_resentment_2.mp3
2,Father John Doe,Father John Doe Speaker Tapes,aa_john_doe_resentment_3,father-john-doe.jpg,https://pleasanthillaa.com/wp-content/uploads/2020/04/Father%20John%20Doe/aa_john_doe_resentment_3.mp3
3,Father John Doe,Father John Doe Speaker Tapes,aa_john_doe_restore_us_to_sanity_1,father-john-doe.jpg,https://pleasanthillaa.com/wp-content/uploads/2020/04/Father%20John%20Doe/aa_john_doe_restore_us_to_sanity_1.mp3
4,Father John Doe,Father John Doe Speaker Tapes,aa_john_doe_restore_us_to_sanity_2,father-john-doe.jpg,https://pleasanthillaa.com/wp-content/uploads/2020/04/Father%20John%20Doe/aa_john_doe_restore_us_to_sanity_2.mp3
