Id,Title,Filename,Book
0,Alcoholics Anonymous Big Book (4th Edition),readings/oa/basic-texts/alcoholics-anonymous/index.csv,TRUE
1,Narcotics Anonymous Basic Text (6th Edition),readings/oa/basic-texts/narcotics-anonymous/index.csv,TRUE
2,Twelve Steps and Twelve Traditions,readings/oa/basic-texts/twelve-steps-and-twelve-traditions/index.csv,TRUE
3,Living Sober,readings/oa/basic-texts/living-sober/index.csv,TRUE
4,Daily Reflections,readings/oa/basic-texts/daily-reflections/index.csv,TRUE
